sensor_id,station,latitude,longitude,timestamp,aqi,pm25,pm10,co,no2,so2,temperature,humidity,wind_speed,source_type,severity,data_type,area
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T02:00:00.000Z,223,99.3,256.3,0.99,26.8,13.5,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T02:00:00.000Z,186,138.4,357.6,1.67,54.2,11.4,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T02:00:00.000Z,159,103.8,163.9,3.59,62.3,26.7,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T02:00:00.000Z,196,99.2,183.9,2.26,80.1,33.6,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T02:00:00.000Z,174,99.9,170.5,2.05,70.9,44.1,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T02:00:00.000Z,161,107,142.7,3.42,69.7,38.5,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T02:00:00.000Z,150,125,204.4,1.57,82.3,25.9,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T02:00:00.000Z,143,58.5,130,1.39,47.5,13.3,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T02:00:00.000Z,149,114.5,128.3,2.14,60.2,29.9,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T03:00:00.000Z,113,59.1,111.6,2.46,30,19.3,NaN,NaN,NaN,construction,high,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T03:00:00.000Z,196,97.5,158.3,2.6,48.6,25.1,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T03:00:00.000Z,223,84,295.7,1.63,68.9,32,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T03:00:00.000Z,220,127.4,289.4,1.52,69.3,18,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T03:00:00.000Z,208,83.3,223.4,1.67,66.6,36.2,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T03:00:00.000Z,170,120.6,339.6,3.22,61.7,25.3,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T03:00:00.000Z,392,193.8,360.5,5.13,146.6,49.1,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T03:00:00.000Z,319,132.8,400.1,8.3,126.4,41,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T03:00:00.000Z,322,258.6,387,5.49,134.7,69.3,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T03:00:00.000Z,321,148.9,408.8,5.9,150.6,43.2,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T03:00:00.000Z,272,148.2,342.7,7.95,163.7,73.6,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T03:00:00.000Z,358,273.1,401.8,6.63,200.3,37.4,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T03:00:00.000Z,361,169.9,288.9,8.8,119.3,64.7,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T03:00:00.000Z,297,247.7,244.5,8.69,123.3,48.5,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T03:00:00.000Z,223,152,286.5,1.74,24.4,9.8,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T03:00:00.000Z,217,122.1,221.8,0.95,30.4,15.2,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T03:00:00.000Z,214,180.5,372.6,1.77,52.4,16.2,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T03:00:00.000Z,275,115.7,244.3,1.81,47.5,18.1,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T03:00:00.000Z,118,68.9,128.6,1.58,64.4,25.6,NaN,NaN,NaN,industrial,high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T03:00:00.000Z,152,128.6,185.8,3.4,91.4,41.4,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T03:00:00.000Z,155,74.9,138.9,2.72,80,44.5,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T03:00:00.000Z,180,106.6,153,2.08,71.7,48.1,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T03:00:00.000Z,142,84.5,148.8,2.53,47.8,15.3,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T03:00:00.000Z,200,83,188,2.12,72.8,35.5,NaN,NaN,NaN,residential,very_high,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T03:00:00.000Z,189,73.6,126.8,2.63,63.3,15.3,NaN,NaN,NaN,residential,very_high,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T04:00:00.000Z,327,254.5,414.1,4.84,81.4,32.6,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T04:00:00.000Z,410,226.9,291.5,4.96,87.1,60.6,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T04:00:00.000Z,414,153.9,452.3,4.98,103.3,28.2,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T04:00:00.000Z,401,258.3,324.7,4.13,92.8,56.4,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T04:00:00.000Z,312,217.2,294.3,6.21,156.2,28.9,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T04:00:00.000Z,276,294.5,568,3.63,141.6,63.7,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T04:00:00.000Z,267,240.1,353.8,6.86,142,41.6,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T04:00:00.000Z,281,230.7,222.2,7.59,148.1,59.8,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T04:00:00.000Z,319,132.3,357.1,8.14,115.5,52.7,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T04:00:00.000Z,312,202.7,260.6,6.37,156.5,61.7,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T04:00:00.000Z,278,207.5,360.9,8.11,196.3,61.3,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T04:00:00.000Z,333,231,379.5,5.39,152.9,76.2,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T04:00:00.000Z,330,191.2,453.1,9.65,158.8,54.2,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T04:00:00.000Z,361,254.5,304,7.73,126.2,76.7,NaN,NaN,NaN,vehicle,hazardous,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T04:00:00.000Z,178,90.2,272.7,0.82,20.7,12.7,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T04:00:00.000Z,171,93.9,360.1,0.88,51.2,10.5,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T04:00:00.000Z,203,173,299.3,1.66,49.4,19.7,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_004,Open Ground D,28.652445,77.333468,2025-07-15T04:00:00.000Z,240,123.1,302,1.68,48.4,10.2,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_industrial_001,Processing Plant A,28.648513,77.314073,2025-07-15T04:00:00.000Z,247,206.3,295.5,5.22,148.5,64.3,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_002,Manufacturing Hub B,28.621119,77.285802,2025-07-15T04:00:00.000Z,226,200.8,327.5,4.07,100.1,54.7,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_003,Industrial Zone C,28.628297,77.319966,2025-07-15T04:00:00.000Z,289,190.2,283.3,3.05,107.9,89,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_industrial_004,Manufacturing Hub D,28.659396,77.331965,2025-07-15T04:00:00.000Z,252,211.8,326.9,4.04,138.2,61.1,NaN,NaN,NaN,industrial,very_high,historical,Anand Vihar
sensor_residential_001,Community Center A,28.665526,77.347198,2025-07-15T04:00:00.000Z,104,73.7,124,2.34,34.2,11.1,NaN,NaN,NaN,residential,high,historical,Anand Vihar
sensor_residential_002,School Zone B,28.664451,77.327174,2025-07-15T04:00:00.000Z,82,49.7,93.6,1.34,25.6,16.8,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_residential_003,Residential Area C,28.653113,77.294562,2025-07-15T04:00:00.000Z,90,56.7,102.2,1.18,35.1,12.9,NaN,NaN,NaN,residential,moderate,historical,Anand Vihar
sensor_construction_001,Metro Construction A,28.656525,77.310922,2025-07-15T05:00:00.000Z,416,182.9,406.2,4.67,82.4,42.7,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_002,Construction Site B,28.616051,77.320457,2025-07-15T05:00:00.000Z,290,176.7,472.5,5.13,94.4,28.6,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_construction_003,Building Project C,28.63314,77.301122,2025-07-15T05:00:00.000Z,339,213.7,510.5,2.77,107.1,41.8,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_004,Construction Site D,28.648041,77.305674,2025-07-15T05:00:00.000Z,359,194.7,496.1,3.59,146.2,63.8,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_005,Metro Construction E,28.654603,77.331446,2025-07-15T05:00:00.000Z,430,186.7,467.1,3.24,121.8,47.8,NaN,NaN,NaN,construction,hazardous,historical,Anand Vihar
sensor_construction_006,Highway Expansion F,28.636031,77.322181,2025-07-15T05:00:00.000Z,293,243.4,323.3,3.02,91.2,31.4,NaN,NaN,NaN,construction,very_high,historical,Anand Vihar
sensor_vehicle_001,Highway Monitor A,28.648153,77.364056,2025-07-15T05:00:00.000Z,163,124.1,208.4,5.47,64.8,31.5,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_002,Parking Complex B,28.678242,77.292525,2025-07-15T05:00:00.000Z,228,140,214.5,3.19,65.3,36.9,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_003,Parking Complex C,28.638734,77.319219,2025-07-15T05:00:00.000Z,134,59.2,95.7,3.33,53.8,22.6,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_004,Highway Monitor D,28.655445,77.331786,2025-07-15T05:00:00.000Z,179,142.1,209.1,5.21,64.7,21,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_005,Highway Monitor E,28.660899,77.333624,2025-07-15T05:00:00.000Z,198,89.1,189.4,3.21,74.2,24.1,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_006,Traffic Junction F,28.629773,77.316564,2025-07-15T05:00:00.000Z,148,105.8,172.1,3.12,109.7,25.9,NaN,NaN,NaN,vehicle,high,historical,Anand Vihar
sensor_vehicle_007,Parking Complex G,28.624538,77.354275,2025-07-15T05:00:00.000Z,176,124.7,242.9,3.14,92.1,39.1,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_vehicle_008,Bus Terminal H,28.640504,77.319658,2025-07-15T05:00:00.000Z,214,83.4,138.3,4.42,75.4,34.5,NaN,NaN,NaN,vehicle,very_high,historical,Anand Vihar
sensor_dust_001,Vacant Plot A,28.660666,77.318779,2025-07-15T05:00:00.000Z,253,130.4,331.9,1.66,34.3,18.4,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
sensor_dust_002,Riverbank Area B,28.629686,77.297894,2025-07-15T05:00:00.000Z,147,74.8,245.7,1.02,26.9,11,NaN,NaN,NaN,dust,high,historical,Anand Vihar
sensor_dust_003,Riverbank Area C,28.656484,77.332537,2025-07-15T05:00:00.000Z,174,119.7,397,1.47,46.3,19.8,NaN,NaN,NaN,dust,very_high,historical,Anand Vihar
